응답자ID,조사시작일자,성별구분코드,연령대구분명,답변자거주지역명,가구소득정도명,레저시간사용목적1순위값,레저시간사용목적2순위값,평일일평균레저시간값,주말일평균레저시간값,레저시간휴식오락사용비율,레저시간취미사용비율,레저시간본인계발사용비율,레저시간대인관계교제사용비율,레저시간기타사용비율,관심레저활동1순위값,관심레저활동2순위값,관심레저활동3순위값,관심레저활동4순위값,관심레저활동5순위값
53345638,20240424,F,50대,경기도,700만원 이상,자기만족-즐거움을 위해,없음,7,14,50,30,10,10,0,독서,쇼핑,음악 직접 활동 및 수강하기,가족-친지 만남,친구-이성친구 만남
53345693,20240424,F,30대,부산광역시,500이상700만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,2,6,30,30,10,30,0,SNS -인터넷 커뮤니티 활동,만화책 보기,친구-이성친구 만남,헬스-보디빌딩 직접 하기,등산 직접 하기
53345740,20240424,M,50대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,자기 계발을 위해,6,4,50,10,20,10,10,영상 컨텐츠 시청,쇼핑,산책-걷기,어학-기술-자격증 취득,음악-라디오 감상
53345963,20240424,F,60대,서울특별시,700만원 이상,자기만족-즐거움을 위해,대인 관계-교제를 위해,8,8,0,40,10,50,0,음악 직접 활동 및 수강하기,친구-이성친구 만남,영상 컨텐츠 시청,음악-라디오 감상,독서
53346012,20240424,M,50대,대구광역시,300만원 미만,건강 관리를 위해,남는 시간을 보내기 위해,10,10,70,30,0,0,0,기타 스포츠-운동 직접하기,등산 직접 하기,줄넘기-맨손체조-스트레칭 직접 하기,걷기-속보-조깅 직접 하기,영상 컨텐츠 시청
53346248,20240424,F,40대,충청북도,300이상500만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,2,4,60,0,30,10,0,만화책 보기,낮잠자기,음악-라디오 감상,국내 프로스포츠 영상 시청,쇼핑
53346395,20240424,M,60대,전라남도,300이상500만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,1,2,30,20,10,20,20,자전거-싸이클-산악자전거 직접 타기,종교활동,계모임-동창회-사교모임,친구-이성친구 만남,골프 직접 하기
53346448,20240424,F,50대,경기도,300만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,2,5,10,30,30,30,0,국내 여행,온천-사우나-찜질방,산책-걷기,음악-라디오 감상,없음
53346821,20240424,M,40대,경상남도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,2,8,30,0,70,0,0,어학-기술-자격증 취득,기타 자기계발-자기관리,만화책 보기,산책-걷기,소풍-피크닉
53346846,20240424,F,60대,경상북도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,대인 관계-교제를 위해,2,3,10,20,20,50,0,수다-잡담하기,산책-걷기,등산 직접 하기,맛집-카페 탐방,종교활동
53346899,20240424,F,30대,경기도,300이상500만원 미만,자기 계발을 위해,자기만족-즐거움을 위해,4,2,90,10,0,0,0,영상 컨텐츠 시청,SNS -인터넷 커뮤니티 활동,소풍-피크닉,가족-친지 만남,산책-걷기
53347001,20240424,M,60대,부산광역시,500이상700만원 미만,자기 계발을 위해,가족-지인 등과 시간을 보내기 위해,3,5,30,20,20,30,0,등산 직접 하기,줄넘기-맨손체조-스트레칭 직접 하기,걷기-속보-조깅 직접 하기,반려동물 돌보기,국내 여행
53347049,20240424,F,30대,서울특별시,700만원 이상,스트레스 해소를 위해,마음의 안정-휴식을 위해,1,3,50,0,0,50,0,쇼핑,가족-친지 만남,친구-이성친구 만남,테마파크-시설 방문,드라이브
53347225,20240424,F,60대,전라남도,300이상500만원 미만,남는 시간을 보내기 위해,가족-지인 등과 시간을 보내기 위해,4,6,50,0,30,0,20,드라이브,해외여행,골프 영상 시청,없음,없음
53347396,20240424,M,40대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,1,3,60,25,5,10,0,산책-걷기,영상 컨텐츠 시청,기타 관광-여행,맛집-카페 탐방,기타 취미-오락-휴식
53347911,20240424,F,20대,경기도,무응답,자기만족-즐거움을 위해,없음,1,3,100,0,0,0,0,산책-걷기,없음,없음,없음,없음
53347958,20240424,F,30대,서울특별시,700만원 이상,자기 계발을 위해,가족-지인 등과 시간을 보내기 위해,2,5,30,30,10,30,0,영화관 관람,해외여행,맛집-카페 탐방,춤-무용 직접 활동 및 수강하기,요가-필라테스 직접 하기
53348006,20240424,F,30대,전라북도,300이상500만원 미만,스트레스 해소를 위해,없음,6,12,90,5,0,5,0,국내 프로스포츠 영상 시청,영상 컨텐츠 시청,없음,없음,없음
53348057,20240424,F,50대,경상남도,300이상500만원 미만,자기 계발을 위해,건강 관리를 위해,2,5,50,0,0,50,0,연극-뮤지컬 관람,기타 자기계발-자기관리,축제 참가,없음,없음
53348340,20240424,M,50대,전라북도,500이상700만원 미만,건강 관리를 위해,자기 계발을 위해,4,8,10,10,70,10,0,어학-기술-자격증 취득,헬스-보디빌딩 직접 하기,골프 영상 시청,자전거-싸이클-산악자전거 직접 타기,걷기-속보-조깅 직접 하기
53348405,20240424,M,60대,전라북도,500이상700만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,4,6,30,10,20,40,0,가족-친지 만남,종교활동,낮잠자기,걷기-속보-조깅 직접 하기,줄넘기-맨손체조-스트레칭 직접 하기
53348510,20240424,F,60대,경상남도,700만원 이상,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,4,6,5,80,5,10,0,골프 직접 하기,골프 영상 시청,걷기-속보-조깅 직접 하기,사진 직접 활동 및 수강하기,산책-걷기
53348743,20240424,F,30대,경상북도,무응답,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,3,12,90,0,0,10,0,영상 컨텐츠 시청,음악-라디오 감상,낮잠자기,게임,없음
53348839,20240424,F,60대,부산광역시,700만원 이상,건강 관리를 위해,대인 관계-교제를 위해,3,15,10,20,10,50,10,수영 직접 하기,수다-잡담하기,사회봉사활동,기타 사회교류,해외여행
53348846,20240424,F,50대,충청남도,300만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,4,8,0,0,30,70,0,기타 관광-여행,없음,없음,없음,없음
53348852,20240424,M,60대,전라북도,500이상700만원 미만,자기 계발을 위해,가족-지인 등과 시간을 보내기 위해,1,5,35,5,15,45,0,사회봉사활동,가족-친지 만남,쇼핑,사진 촬영,SNS -인터넷 커뮤니티 활동
53349176,20240424,F,20대,서울특별시,300만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해,5,10,50,30,20,0,0,SNS -인터넷 커뮤니티 활동,영상 컨텐츠 시청,기타 취미-오락-휴식,독서,기타 스포츠-운동 직접하기
53349191,20240424,F,50대,경기도,300만원 미만,스트레스 해소를 위해,건강 관리를 위해,1,8,10,10,0,20,60,가족-친지 만남,사진 직접 활동 및 수강하기,없음,없음,없음
53349212,20240424,M,20대,대전광역시,300이상500만원 미만,자기만족-즐거움을 위해,건강 관리를 위해,4,6,20,30,10,40,0,국내 프로스포츠 현장 관람,SNS -인터넷 커뮤니티 활동,맛집-카페 탐방,친구-이성친구 만남,드라이브
53349292,20240424,F,60대,경상남도,300이상500만원 미만,건강 관리를 위해,자기만족-즐거움을 위해,3,5,10,40,30,20,0,영상 컨텐츠 시청,국내 여행,쇼핑,음악-라디오 감상,가족-친지 만남
53349321,20240424,M,60대,서울특별시,700만원 이상,자기만족-즐거움을 위해,건강 관리를 위해,5,3,20,30,30,20,0,자전거-싸이클-산악자전거 직접 타기,사진 촬영,걷기-속보-조깅 직접 하기,종교활동,국내 여행
53349356,20240424,M,50대,경상북도,500이상700만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,1,2,25,25,0,50,0,걷기-속보-조깅 직접 하기,종교활동,골프 직접 하기,국내 여행,없음
53349358,20240424,F,20대,경상북도,500이상700만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해,3,10,40,20,10,30,0,자전거-싸이클-산악자전거 직접 타기,음주-유흥,영상 컨텐츠 시청,드라이브,국내 여행
53349361,20240424,M,60대,경기도,500이상700만원 미만,자기만족-즐거움을 위해,건강 관리를 위해,2,2,20,70,10,0,0,국내 여행,캠핑-차박,산책-걷기,음악 직접 활동 및 수강하기,친구-이성친구 만남
53349508,20240424,F,40대,경기도,300이상500만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,3,14,30,5,15,50,0,국내 여행,수다-잡담하기,온천-사우나-찜질방,드라이브,없음
53349518,20240424,M,40대,세종특별자치시,500이상700만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,4,8,70,0,20,10,0,e스포츠 영상 시청,영상 컨텐츠 시청,헬스-보디빌딩 직접 하기,낮잠자기,기타 관광-여행
53349826,20240424,F,20대,대구광역시,500이상700만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,3,6,60,10,20,10,0,영상 컨텐츠 시청,음악-라디오 감상,미용,쇼핑,기타 자기계발-자기관리
53350147,20240424,F,30대,강원도,300만원 미만,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해,1,2,80,0,0,0,20,음주-유흥,낮잠자기,요리-베이킹,국내 여행,수다-잡담하기
53350238,20240424,F,60대,부산광역시,500이상700만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,3,8,30,30,0,40,0,종교활동,계모임-동창회-사교모임,가족-친지 만남,산책-걷기,쇼핑
53350466,20240424,M,50대,경기도,300이상500만원 미만,스트레스 해소를 위해,대인 관계-교제를 위해,3,5,20,10,20,50,0,걷기-속보-조깅 직접 하기,자전거-싸이클-산악자전거 직접 타기,없음,없음,없음
53350579,20240424,F,20대,경상남도,500이상700만원 미만,마음의 안정-휴식을 위해,자기 계발을 위해,2,2,50,20,25,5,0,반려동물 돌보기,영상 컨텐츠 시청,독서,산책-걷기,음악-라디오 감상
53350582,20240424,F,60대,충청북도,700만원 이상,자기만족-즐거움을 위해,대인 관계-교제를 위해,8,10,50,20,0,30,0,골프 직접 하기,가족-친지 만남,해외여행,산책-걷기,기타 관광-여행
53350677,20240424,M,50대,광주광역시,700만원 이상,스트레스 해소를 위해,건강 관리를 위해,2,4,10,80,10,0,0,쇼핑,걷기-속보-조깅 직접 하기,산책-걷기,독서,낮잠자기
53350690,20240424,M,30대,울산광역시,300만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,3,1,30,0,20,50,0,반려동물 돌보기,게임,만화책 보기,요리-베이킹,친구-이성친구 만남
53350909,20240424,M,60대,경상북도,300이상500만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,2,4,10,70,5,15,0,산책-걷기,요리-베이킹,해외 프로스포츠 영상 시청,생활공예-원예,사회봉사활동
53350934,20240424,M,40대,경상남도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,2,8,50,20,20,10,0,영상 컨텐츠 시청,테마파크-시설 방문,낮잠자기,없음,없음
53351007,20240424,M,60대,경상북도,300이상500만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,4,8,50,50,0,0,0,골프 직접 하기,국내 여행,없음,없음,없음
53351069,20240424,F,50대,경상북도,300만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,1,3,50,30,0,20,0,등산 직접 하기,산책-걷기,쇼핑,없음,없음
53351111,20240424,M,50대,제주특별자치도,300이상500만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,2,4,40,15,10,30,5,낮잠자기,기타 사회교류,종교활동,영상 컨텐츠 시청,국내 프로스포츠 현장 관람
53351182,20240424,M,30대,충청남도,500이상700만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,2,2,60,0,0,40,0,신문-잡지보기,없음,없음,없음,없음
53351210,20240424,M,30대,경상남도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,3,6,30,0,10,60,0,맛집-카페 탐방,게임,영상 컨텐츠 시청,온천-사우나-찜질방,산책-걷기
53351252,20240424,F,60대,인천광역시,300이상500만원 미만,마음의 안정-휴식을 위해,없음,3,3,30,10,20,30,10,기타 취미-오락-휴식,맛집-카페 탐방,국내 여행,음악-라디오 감상,영상 컨텐츠 시청
53351342,20240424,F,60대,광주광역시,300만원 미만,건강 관리를 위해,자기 계발을 위해,2,10,20,40,20,20,0,맛집-카페 탐방,영상 컨텐츠 시청,국내 프로스포츠 영상 시청,요리-베이킹,걷기-속보-조깅 직접 하기
53351371,20240424,M,40대,대전광역시,700만원 이상,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,2,5,45,30,20,5,0,낮잠자기,영상 컨텐츠 시청,국내 프로스포츠 현장 관람,국내 여행,구기스포츠 직접 하기
53351472,20240424,M,40대,경기도,500이상700만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,1,3,10,20,30,40,0,친구-이성친구 만남,라켓스포츠 직접 하기,기타 자기계발-자기관리,게임,영화관 관람
53351508,20240424,F,50대,서울특별시,300만원 미만,남는 시간을 보내기 위해,마음의 안정-휴식을 위해,2,2,90,10,0,0,0,음악-라디오 감상,산책-걷기,드라이브,없음,없음
53351669,20240424,M,40대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,1,8,20,10,20,50,0,걷기-속보-조깅 직접 하기,골프 직접 하기,산책-걷기,영화관 관람,반려동물 돌보기
53351739,20240424,F,60대,대구광역시,700만원 이상,가족-지인 등과 시간을 보내기 위해,대인 관계-교제를 위해,2,6,50,10,10,30,0,국내 여행,박물관 관람,없음,없음,없음
53352417,20240424,M,30대,경상남도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,3,6,30,10,20,40,0,걷기-속보-조깅 직접 하기,종교활동,가족-친지 만남,요리-베이킹,영상 컨텐츠 시청
53352496,20240424,M,30대,경상남도,300이상500만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,2,6,50,50,0,0,0,줄넘기-맨손체조-스트레칭 직접 하기,독서,없음,없음,없음
53352567,20240424,F,60대,인천광역시,500이상700만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,1,3,60,0,0,40,0,영상 컨텐츠 시청,SNS -인터넷 커뮤니티 활동,국내 여행,영화관 관람,산책-걷기
53352586,20240424,F,40대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,4,4,30,20,30,20,0,어학-기술-자격증 취득,드라이브,SNS -인터넷 커뮤니티 활동,쇼핑,산책-걷기
53352660,20240424,F,50대,부산광역시,700만원 이상,마음의 안정-휴식을 위해,남는 시간을 보내기 위해,4,16,20,20,10,10,40,국내 여행,등산 직접 하기,영화관 관람,산책-걷기,친구-이성친구 만남
53352850,20240424,F,60대,부산광역시,300이상500만원 미만,건강 관리를 위해,자기 계발을 위해,3,5,0,60,40,0,0,등산 직접 하기,요가-필라테스 직접 하기,국내 여행,걷기-속보-조깅 직접 하기,해외여행
53353007,20240424,M,50대,경기도,300이상500만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,5,14,50,50,0,0,0,게임,영상 컨텐츠 시청,캠핑-차박,낚시,없음
53353205,20240424,M,60대,경기도,700만원 이상,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,8,16,10,70,10,10,0,산책-걷기,국내 여행,기타 스포츠-운동 직접하기,쇼핑,가족-친지 만남
53353230,20240424,M,50대,광주광역시,300만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,1,1,0,0,0,0,100,등산 직접 하기,반려동물 돌보기,영상 컨텐츠 시청,걷기-속보-조깅 직접 하기,없음
53353307,20240424,M,30대,인천광역시,300이상500만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,3,8,20,50,5,25,0,헬스-보디빌딩 직접 하기,등산 직접 하기,사진 촬영,없음,없음
53353378,20240424,F,30대,경기도,700만원 이상,마음의 안정-휴식을 위해,없음,2,2,40,0,10,30,20,독서,쇼핑,SNS -인터넷 커뮤니티 활동,음악-라디오 감상,없음
53353498,20240424,F,60대,서울특별시,500이상700만원 미만,자기 계발을 위해,자기만족-즐거움을 위해,5,4,20,40,30,10,0,미술관-전시관 관람,산책-걷기,독서,음악 공연 관람,어학-기술-자격증 취득
53353499,20240424,F,60대,인천광역시,700만원 이상,스트레스 해소를 위해,대인 관계-교제를 위해,2,4,30,0,0,70,0,산책-걷기,쇼핑,종교활동,영상 컨텐츠 시청,수다-잡담하기
53353618,20240424,M,50대,부산광역시,700만원 이상,스트레스 해소를 위해,마음의 안정-휴식을 위해,4,6,45,0,0,0,55,영상 컨텐츠 시청,음주-유흥,국내 프로스포츠 영상 시청,없음,없음
53353905,20240424,F,30대,제주특별자치도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,1,1,50,15,15,20,0,영상 컨텐츠 시청,음악-라디오 감상,없음,없음,없음
53353926,20240424,F,50대,대전광역시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,2,1,70,30,0,0,0,캠핑-차박,산책-걷기,영상 컨텐츠 시청,없음,없음
53353959,20240424,M,60대,부산광역시,300만원 미만,자기만족-즐거움을 위해,건강 관리를 위해,3,10,30,20,30,20,0,게임,음악-라디오 감상,걷기-속보-조깅 직접 하기,신문-잡지보기,없음
53354028,20240424,M,60대,대전광역시,700만원 이상,마음의 안정-휴식을 위해,대인 관계-교제를 위해,5,5,5,45,0,35,15,산책-걷기,걷기-속보-조깅 직접 하기,계모임-동창회-사교모임,없음,없음
53354038,20240424,M,30대,경기도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,1,5,20,20,20,40,0,자전거-싸이클-산악자전거 직접 타기,없음,없음,없음,없음
53354339,20240424,F,30대,경기도,무응답,스트레스 해소를 위해,자기만족-즐거움을 위해,1,6,80,0,0,20,0,산책-걷기,맛집-카페 탐방,없음,없음,없음
53354370,20240424,F,50대,강원도,300이상500만원 미만,남는 시간을 보내기 위해,없음,1,1,100,0,0,0,0,요가-필라테스 직접 하기,산책-걷기,수다-잡담하기,어학-기술-자격증 취득,걷기-속보-조깅 직접 하기
53354498,20240424,F,60대,울산광역시,500이상700만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,3,1,40,0,0,0,60,쇼핑,없음,없음,없음,없음
53354543,20240424,M,50대,충청남도,700만원 이상,자기만족-즐거움을 위해,건강 관리를 위해,2,6,0,70,0,30,0,테마파크-시설 방문,걷기-속보-조깅 직접 하기,드라이브,국내 여행,캠핑-차박
53354558,20240424,F,60대,경상북도,300만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해,4,5,20,0,0,0,80,가족-친지 만남,친구-이성친구 만남,걷기-속보-조깅 직접 하기,계모임-동창회-사교모임,없음
53354786,20240424,M,20대,울산광역시,700만원 이상,스트레스 해소를 위해,자기만족-즐거움을 위해,2,5,30,40,20,10,0,걷기-속보-조깅 직접 하기,게임,낮잠자기,쇼핑,음악-라디오 감상
53354839,20240424,F,60대,경상남도,700만원 이상,마음의 안정-휴식을 위해,건강 관리를 위해,5,5,60,20,20,0,0,쇼핑,등산 직접 하기,국내 여행,생활공예-원예,걷기-속보-조깅 직접 하기
53354852,20240424,F,50대,전라북도,700만원 이상,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,2,6,60,0,0,40,0,쇼핑,산책-걷기,종교활동,낮잠자기,기타 관광-여행
53354886,20240424,F,20대,대구광역시,300만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,4,6,30,0,10,60,0,산책-걷기,친구-이성친구 만남,수다-잡담하기,없음,없음
53354912,20240424,M,50대,경기도,700만원 이상,마음의 안정-휴식을 위해,스트레스 해소를 위해,1,3,30,30,10,20,10,게임,독서,낮잠자기,쇼핑,산책-걷기
53355261,20240424,M,50대,강원도,700만원 이상,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,3,6,50,40,0,10,0,걷기-속보-조깅 직접 하기,영상 컨텐츠 시청,헬스-보디빌딩 직접 하기,맛집-카페 탐방,낮잠자기
53355449,20240424,F,30대,부산광역시,300이상500만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,1,2,100,0,0,0,0,낮잠자기,없음,없음,없음,없음
53355516,20240424,F,20대,인천광역시,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,5,10,45,10,15,30,0,미용,어학-기술-자격증 취득,영화관 관람,독서,미술관-전시관 관람
53355553,20240424,M,40대,경상북도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,0,6,20,0,20,60,0,게임,만화책 보기,없음,없음,없음
53355571,20240424,M,30대,서울특별시,300이상500만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해,1,3,10,10,50,30,0,독서,가족-친지 만남,수다-잡담하기,영화관 관람,친구-이성친구 만남
53355640,20240424,F,50대,제주특별자치도,300이상500만원 미만,자기 계발을 위해,없음,2,5,10,10,60,20,0,어학-기술-자격증 취득,만화책 보기,박물관 관람,영상 컨텐츠 시청,신문-잡지보기
53355647,20240424,M,40대,충청남도,300만원 미만,가족-지인 등과 시간을 보내기 위해,없음,12,12,80,20,0,0,0,축제 참가,없음,없음,없음,없음
53355802,20240424,M,40대,충청남도,700만원 이상,자기 계발을 위해,가족-지인 등과 시간을 보내기 위해,2,4,20,80,0,0,0,걷기-속보-조깅 직접 하기,영상 컨텐츠 시청,없음,없음,없음
53355947,20240424,F,50대,서울특별시,700만원 이상,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,2,4,40,10,10,20,20,맛집-카페 탐방,걷기-속보-조깅 직접 하기,낮잠자기,종교활동,댄스스포츠 직접 하기
53355961,20240424,M,30대,부산광역시,500이상700만원 미만,스트레스 해소를 위해,건강 관리를 위해,5,9,50,0,30,20,0,맛집-카페 탐방,낮잠자기,등산 직접 하기,국내 프로스포츠 영상 시청,국내 여행
53356140,20240424,M,30대,대구광역시,700만원 이상,스트레스 해소를 위해,건강 관리를 위해,2,4,0,100,0,0,0,헬스-보디빌딩 직접 하기,해외여행,없음,없음,없음
53356189,20240424,F,60대,전라남도,300이상500만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,4,8,70,0,30,0,0,드라이브,없음,없음,없음,없음
53356221,20240424,M,50대,부산광역시,700만원 이상,대인 관계-교제를 위해,건강 관리를 위해,2,4,50,50,0,0,0,골프 직접 하기,친구-이성친구 만남,없음,없음,없음
